Cuda is available!
Step [10/100000], d_real_loss: 0.2485, d_mnist_loss: 0.1324, d_svhn_loss: 0.1161, d_fake_loss: 0.1903, g_loss: 1.2494 
Step [51320/100000], d_real_loss: 0.0324, d_mnist_loss: 0.0010, d_svhn_loss: 0.0314, d_fake_loss: 0.0430, g_loss: 1.1668 
Step [51330/100000], d_real_loss: 0.0373, d_mnist_loss: 0.0009, d_svhn_loss: 0.0364, d_fake_loss: 0.0448, g_loss: 1.1245 
Step [51340/100000], d_real_loss: 0.0229, d_mnist_loss: 0.0008, d_svhn_loss: 0.0220, d_fake_loss: 0.0451, g_loss: 1.1044 
Step [51350/100000], d_real_loss: 0.0538, d_mnist_loss: 0.0049, d_svhn_loss: 0.0489, d_fake_loss: 0.0253, g_loss: 1.2012 
Step [51360/100000], d_real_loss: 0.0320, d_mnist_loss: 0.0054, d_svhn_loss: 0.0267, d_fake_loss: 0.0815, g_loss: 1.0775 
Step [51370/100000], d_real_loss: 0.0325, d_mnist_loss: 0.0127, d_svhn_loss: 0.0198, d_fake_loss: 0.0729, g_loss: 1.1500 
Step [51380/100000], d_real_loss: 0.0259, d_mnist_loss: 0.0022, d_svhn_loss: 0.0237, d_fake_loss: 0.0248, g_loss: 1.0903 
Step [51390/100000], d_real_loss: 0.0274, d_mnist_loss: 0.0012, d_svhn_loss: 0.0261, d_fake_loss: 0.0603, g_loss: 1.1240 
Step [51400/100000], d_real_loss: 0.0466, d_mnist_loss: 0.0030, d_svhn_loss: 0.0435, d_fake_loss: 0.0180, g_loss: 1.1258 
Step [51410/100000], d_real_loss: 0.0282, d_mnist_loss: 0.0014, d_svhn_loss: 0.0268, d_fake_loss: 0.0312, g_loss: 1.2716 
Step [51420/100000], d_real_loss: 0.0331, d_mnist_loss: 0.0067, d_svhn_loss: 0.0264, d_fake_loss: 0.0579, g_loss: 1.1012 
Step [51430/100000], d_real_loss: 0.0329, d_mnist_loss: 0.0088, d_svhn_loss: 0.0241, d_fake_loss: 0.0239, g_loss: 1.1943 
Step [51440/100000], d_real_loss: 0.0442, d_mnist_loss: 0.0007, d_svhn_loss: 0.0436, d_fake_loss: 0.0216, g_loss: 1.1146 
Step [51450/100000], d_real_loss: 0.0345, d_mnist_loss: 0.0171, d_svhn_loss: 0.0174, d_fake_loss: 0.0258, g_loss: 1.0262 
Step [51460/100000], d_real_loss: 0.0186, d_mnist_loss: 0.0012, d_svhn_loss: 0.0175, d_fake_loss: 0.0167, g_loss: 1.1295 
Step [51470/100000], d_real_loss: 0.0519, d_mnist_loss: 0.0016, d_svhn_loss: 0.0503, d_fake_loss: 0.0153, g_loss: 1.1430 
Step [51480/100000], d_real_loss: 0.0216, d_mnist_loss: 0.0036, d_svhn_loss: 0.0180, d_fake_loss: 0.0160, g_loss: 1.1206 
Step [51490/100000], d_real_loss: 0.0562, d_mnist_loss: 0.0055, d_svhn_loss: 0.0507, d_fake_loss: 0.0328, g_loss: 1.1653 
Step [51500/100000], d_real_loss: 0.1947, d_mnist_loss: 0.0031, d_svhn_loss: 0.1916, d_fake_loss: 0.0168, g_loss: 1.1183 
Step [51510/100000], d_real_loss: 0.0716, d_mnist_loss: 0.0048, d_svhn_loss: 0.0669, d_fake_loss: 0.0318, g_loss: 1.1409 
Step [51520/100000], d_real_loss: 0.0255, d_mnist_loss: 0.0009, d_svhn_loss: 0.0246, d_fake_loss: 0.0142, g_loss: 1.1000 
Step [51530/100000], d_real_loss: 0.0293, d_mnist_loss: 0.0045, d_svhn_loss: 0.0248, d_fake_loss: 0.0218, g_loss: 1.1790 
Step [51540/100000], d_real_loss: 0.0284, d_mnist_loss: 0.0048, d_svhn_loss: 0.0236, d_fake_loss: 0.0285, g_loss: 1.2502 
Step [51550/100000], d_real_loss: 0.0170, d_mnist_loss: 0.0012, d_svhn_loss: 0.0158, d_fake_loss: 0.0222, g_loss: 1.0475 
Step [51560/100000], d_real_loss: 0.0380, d_mnist_loss: 0.0010, d_svhn_loss: 0.0369, d_fake_loss: 0.0335, g_loss: 1.1243 
Step [51570/100000], d_real_loss: 0.0500, d_mnist_loss: 0.0007, d_svhn_loss: 0.0493, d_fake_loss: 0.0184, g_loss: 1.1589 
Step [51580/100000], d_real_loss: 0.0420, d_mnist_loss: 0.0027, d_svhn_loss: 0.0393, d_fake_loss: 0.0282, g_loss: 1.1256 
Step [51590/100000], d_real_loss: 0.0800, d_mnist_loss: 0.0206, d_svhn_loss: 0.0593, d_fake_loss: 0.0278, g_loss: 1.3364 
Step [51600/100000], d_real_loss: 0.0252, d_mnist_loss: 0.0074, d_svhn_loss: 0.0178, d_fake_loss: 0.0231, g_loss: 1.1727 
Step [51610/100000], d_real_loss: 0.0267, d_mnist_loss: 0.0021, d_svhn_loss: 0.0245, d_fake_loss: 0.0286, g_loss: 1.2414 
Step [51620/100000], d_real_loss: 0.0536, d_mnist_loss: 0.0044, d_svhn_loss: 0.0492, d_fake_loss: 0.0659, g_loss: 1.1706 
Step [51630/100000], d_real_loss: 0.0694, d_mnist_loss: 0.0465, d_svhn_loss: 0.0230, d_fake_loss: 0.0527, g_loss: 1.0543 
Step [51640/100000], d_real_loss: 0.0163, d_mnist_loss: 0.0021, d_svhn_loss: 0.0142, d_fake_loss: 0.0519, g_loss: 1.1273 
Step [51650/100000], d_real_loss: 0.0185, d_mnist_loss: 0.0018, d_svhn_loss: 0.0167, d_fake_loss: 0.0207, g_loss: 1.0959 
Step [51660/100000], d_real_loss: 0.0326, d_mnist_loss: 0.0088, d_svhn_loss: 0.0237, d_fake_loss: 0.0228, g_loss: 1.0273 
Step [51670/100000], d_real_loss: 0.0204, d_mnist_loss: 0.0022, d_svhn_loss: 0.0182, d_fake_loss: 0.0322, g_loss: 1.2215 
Step [51680/100000], d_real_loss: 0.0287, d_mnist_loss: 0.0014, d_svhn_loss: 0.0273, d_fake_loss: 0.0170, g_loss: 1.1681 
Step [51690/100000], d_real_loss: 0.0242, d_mnist_loss: 0.0023, d_svhn_loss: 0.0219, d_fake_loss: 0.0229, g_loss: 1.0340 
Step [51700/100000], d_real_loss: 0.0224, d_mnist_loss: 0.0049, d_svhn_loss: 0.0175, d_fake_loss: 0.0241, g_loss: 1.1504 
Step [51710/100000], d_real_loss: 0.0320, d_mnist_loss: 0.0153, d_svhn_loss: 0.0167, d_fake_loss: 0.1868, g_loss: 1.0580 
Step [51720/100000], d_real_loss: 0.0459, d_mnist_loss: 0.0011, d_svhn_loss: 0.0449, d_fake_loss: 0.0298, g_loss: 1.0779 
Step [51730/100000], d_real_loss: 0.0248, d_mnist_loss: 0.0031, d_svhn_loss: 0.0218, d_fake_loss: 0.0290, g_loss: 1.0806 
Step [51740/100000], d_real_loss: 0.0227, d_mnist_loss: 0.0039, d_svhn_loss: 0.0188, d_fake_loss: 0.0780, g_loss: 1.0612 
Step [51750/100000], d_real_loss: 0.0249, d_mnist_loss: 0.0018, d_svhn_loss: 0.0232, d_fake_loss: 0.0719, g_loss: 1.0327 
Step [51760/100000], d_real_loss: 0.0328, d_mnist_loss: 0.0083, d_svhn_loss: 0.0245, d_fake_loss: 0.0336, g_loss: 1.1581 
Step [51770/100000], d_real_loss: 0.0379, d_mnist_loss: 0.0022, d_svhn_loss: 0.0356, d_fake_loss: 0.0147, g_loss: 1.1724 
Step [51780/100000], d_real_loss: 0.0527, d_mnist_loss: 0.0016, d_svhn_loss: 0.0511, d_fake_loss: 0.0137, g_loss: 1.1179 
Step [51790/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0021, d_svhn_loss: 0.0196, d_fake_loss: 0.1024, g_loss: 1.1345 
Step [51800/100000], d_real_loss: 0.0176, d_mnist_loss: 0.0009, d_svhn_loss: 0.0166, d_fake_loss: 0.0178, g_loss: 1.1279 
Step [51810/100000], d_real_loss: 0.0279, d_mnist_loss: 0.0034, d_svhn_loss: 0.0245, d_fake_loss: 0.0198, g_loss: 1.1426 
Step [51820/100000], d_real_loss: 0.0324, d_mnist_loss: 0.0011, d_svhn_loss: 0.0313, d_fake_loss: 0.0531, g_loss: 1.1194 
Step [51830/100000], d_real_loss: 0.0184, d_mnist_loss: 0.0025, d_svhn_loss: 0.0158, d_fake_loss: 0.0213, g_loss: 1.1571 
Step [51840/100000], d_real_loss: 0.0159, d_mnist_loss: 0.0026, d_svhn_loss: 0.0133, d_fake_loss: 0.0754, g_loss: 1.3075 
Step [51850/100000], d_real_loss: 0.0170, d_mnist_loss: 0.0019, d_svhn_loss: 0.0151, d_fake_loss: 0.0263, g_loss: 1.1173 
Step [51860/100000], d_real_loss: 0.0163, d_mnist_loss: 0.0007, d_svhn_loss: 0.0157, d_fake_loss: 0.0189, g_loss: 1.1272 
Step [51870/100000], d_real_loss: 0.0588, d_mnist_loss: 0.0011, d_svhn_loss: 0.0577, d_fake_loss: 0.0690, g_loss: 1.0708 
Step [51880/100000], d_real_loss: 0.0265, d_mnist_loss: 0.0018, d_svhn_loss: 0.0247, d_fake_loss: 0.0220, g_loss: 1.1599 
Step [51890/100000], d_real_loss: 0.0169, d_mnist_loss: 0.0043, d_svhn_loss: 0.0126, d_fake_loss: 0.0341, g_loss: 1.1364 
Step [51900/100000], d_real_loss: 0.2232, d_mnist_loss: 0.0017, d_svhn_loss: 0.2215, d_fake_loss: 0.0757, g_loss: 1.0392 
Step [51910/100000], d_real_loss: 0.0808, d_mnist_loss: 0.0101, d_svhn_loss: 0.0707, d_fake_loss: 0.0974, g_loss: 1.1746 
Step [51920/100000], d_real_loss: 0.0183, d_mnist_loss: 0.0009, d_svhn_loss: 0.0174, d_fake_loss: 0.0399, g_loss: 1.1305 
Step [51930/100000], d_real_loss: 0.0366, d_mnist_loss: 0.0074, d_svhn_loss: 0.0292, d_fake_loss: 0.0273, g_loss: 1.0777 
Step [51940/100000], d_real_loss: 0.0295, d_mnist_loss: 0.0027, d_svhn_loss: 0.0267, d_fake_loss: 0.0670, g_loss: 1.1167 
Step [51950/100000], d_real_loss: 0.0424, d_mnist_loss: 0.0024, d_svhn_loss: 0.0400, d_fake_loss: 0.0991, g_loss: 1.1223 
Step [51960/100000], d_real_loss: 0.0314, d_mnist_loss: 0.0017, d_svhn_loss: 0.0297, d_fake_loss: 0.0673, g_loss: 1.1160 
Step [51970/100000], d_real_loss: 0.0236, d_mnist_loss: 0.0010, d_svhn_loss: 0.0226, d_fake_loss: 0.0219, g_loss: 1.0986 
Step [51980/100000], d_real_loss: 0.0976, d_mnist_loss: 0.0131, d_svhn_loss: 0.0845, d_fake_loss: 0.0521, g_loss: 1.0495 
Step [51990/100000], d_real_loss: 0.0426, d_mnist_loss: 0.0007, d_svhn_loss: 0.0419, d_fake_loss: 0.1053, g_loss: 1.1464 
Step [52000/100000], d_real_loss: 0.0974, d_mnist_loss: 0.0090, d_svhn_loss: 0.0884, d_fake_loss: 0.0363, g_loss: 1.0246 
Step [52010/100000], d_real_loss: 0.0922, d_mnist_loss: 0.0211, d_svhn_loss: 0.0711, d_fake_loss: 0.0246, g_loss: 1.3234 
Step [52020/100000], d_real_loss: 0.0152, d_mnist_loss: 0.0008, d_svhn_loss: 0.0144, d_fake_loss: 0.0132, g_loss: 1.1484 
Step [52030/100000], d_real_loss: 0.0607, d_mnist_loss: 0.0088, d_svhn_loss: 0.0519, d_fake_loss: 0.0172, g_loss: 1.1299 
Step [52040/100000], d_real_loss: 0.0399, d_mnist_loss: 0.0144, d_svhn_loss: 0.0255, d_fake_loss: 0.0441, g_loss: 1.1436 
Step [52050/100000], d_real_loss: 0.0278, d_mnist_loss: 0.0071, d_svhn_loss: 0.0207, d_fake_loss: 0.0245, g_loss: 1.1764 
Step [52060/100000], d_real_loss: 0.0208, d_mnist_loss: 0.0029, d_svhn_loss: 0.0179, d_fake_loss: 0.0192, g_loss: 1.1029 
Step [52070/100000], d_real_loss: 0.0175, d_mnist_loss: 0.0014, d_svhn_loss: 0.0162, d_fake_loss: 0.0481, g_loss: 1.0763 
Step [52080/100000], d_real_loss: 0.0221, d_mnist_loss: 0.0020, d_svhn_loss: 0.0201, d_fake_loss: 0.0514, g_loss: 1.2003 
Step [52090/100000], d_real_loss: 0.0195, d_mnist_loss: 0.0052, d_svhn_loss: 0.0143, d_fake_loss: 0.0435, g_loss: 1.0018 
Step [52100/100000], d_real_loss: 0.0636, d_mnist_loss: 0.0010, d_svhn_loss: 0.0626, d_fake_loss: 0.0216, g_loss: 1.0694 
Step [52110/100000], d_real_loss: 0.0216, d_mnist_loss: 0.0035, d_svhn_loss: 0.0181, d_fake_loss: 0.0466, g_loss: 1.1159 
Step [52120/100000], d_real_loss: 0.0714, d_mnist_loss: 0.0302, d_svhn_loss: 0.0412, d_fake_loss: 0.0987, g_loss: 1.1571 
Step [52130/100000], d_real_loss: 0.0522, d_mnist_loss: 0.0025, d_svhn_loss: 0.0496, d_fake_loss: 0.0614, g_loss: 1.1105 
Step [52140/100000], d_real_loss: 0.0163, d_mnist_loss: 0.0015, d_svhn_loss: 0.0148, d_fake_loss: 0.0345, g_loss: 1.1530 
Step [52150/100000], d_real_loss: 0.0443, d_mnist_loss: 0.0010, d_svhn_loss: 0.0433, d_fake_loss: 0.0565, g_loss: 1.1118 
Step [52160/100000], d_real_loss: 0.0380, d_mnist_loss: 0.0011, d_svhn_loss: 0.0369, d_fake_loss: 0.0511, g_loss: 1.1204 
Step [52170/100000], d_real_loss: 0.0262, d_mnist_loss: 0.0023, d_svhn_loss: 0.0239, d_fake_loss: 0.0364, g_loss: 1.1289 
Step [52180/100000], d_real_loss: 0.1502, d_mnist_loss: 0.0009, d_svhn_loss: 0.1494, d_fake_loss: 0.0264, g_loss: 1.1366 
Step [52190/100000], d_real_loss: 0.0373, d_mnist_loss: 0.0049, d_svhn_loss: 0.0324, d_fake_loss: 0.0418, g_loss: 1.2209 
Step [52200/100000], d_real_loss: 0.1401, d_mnist_loss: 0.0683, d_svhn_loss: 0.0719, d_fake_loss: 0.0493, g_loss: 1.3966 
Step [52210/100000], d_real_loss: 0.0183, d_mnist_loss: 0.0043, d_svhn_loss: 0.0140, d_fake_loss: 0.0475, g_loss: 1.2149 
Step [52220/100000], d_real_loss: 0.0574, d_mnist_loss: 0.0057, d_svhn_loss: 0.0517, d_fake_loss: 0.0347, g_loss: 1.0695 
Step [52230/100000], d_real_loss: 0.0296, d_mnist_loss: 0.0082, d_svhn_loss: 0.0214, d_fake_loss: 0.0164, g_loss: 1.0853 
Step [52240/100000], d_real_loss: 0.0220, d_mnist_loss: 0.0053, d_svhn_loss: 0.0167, d_fake_loss: 0.0286, g_loss: 1.0879 
Step [52250/100000], d_real_loss: 0.0264, d_mnist_loss: 0.0017, d_svhn_loss: 0.0247, d_fake_loss: 0.0240, g_loss: 1.1311 
Step [52260/100000], d_real_loss: 0.0215, d_mnist_loss: 0.0015, d_svhn_loss: 0.0201, d_fake_loss: 0.1202, g_loss: 1.0840 
Step [52270/100000], d_real_loss: 0.0481, d_mnist_loss: 0.0056, d_svhn_loss: 0.0425, d_fake_loss: 0.0224, g_loss: 1.1102 
Step [52280/100000], d_real_loss: 0.0336, d_mnist_loss: 0.0075, d_svhn_loss: 0.0261, d_fake_loss: 0.0216, g_loss: 1.1263 
Step [52290/100000], d_real_loss: 0.0270, d_mnist_loss: 0.0017, d_svhn_loss: 0.0253, d_fake_loss: 0.0330, g_loss: 1.0924 
Step [52300/100000], d_real_loss: 0.0223, d_mnist_loss: 0.0023, d_svhn_loss: 0.0200, d_fake_loss: 0.0613, g_loss: 1.1006 
Step [52310/100000], d_real_loss: 0.0667, d_mnist_loss: 0.0016, d_svhn_loss: 0.0651, d_fake_loss: 0.0413, g_loss: 1.1259 
Step [52320/100000], d_real_loss: 0.1482, d_mnist_loss: 0.0027, d_svhn_loss: 0.1455, d_fake_loss: 0.0575, g_loss: 1.1249 
Step [52330/100000], d_real_loss: 0.0405, d_mnist_loss: 0.0165, d_svhn_loss: 0.0240, d_fake_loss: 0.0947, g_loss: 1.2108 
Step [52340/100000], d_real_loss: 0.0330, d_mnist_loss: 0.0006, d_svhn_loss: 0.0324, d_fake_loss: 0.0708, g_loss: 1.0646 
Step [52350/100000], d_real_loss: 0.0249, d_mnist_loss: 0.0075, d_svhn_loss: 0.0174, d_fake_loss: 0.0312, g_loss: 1.1184 
Step [52360/100000], d_real_loss: 0.0278, d_mnist_loss: 0.0124, d_svhn_loss: 0.0154, d_fake_loss: 0.0210, g_loss: 1.0946 
Step [52370/100000], d_real_loss: 0.0549, d_mnist_loss: 0.0089, d_svhn_loss: 0.0460, d_fake_loss: 0.0277, g_loss: 1.1427 
Step [52380/100000], d_real_loss: 0.0265, d_mnist_loss: 0.0006, d_svhn_loss: 0.0259, d_fake_loss: 0.0156, g_loss: 1.1342 
Step [52390/100000], d_real_loss: 0.0443, d_mnist_loss: 0.0112, d_svhn_loss: 0.0331, d_fake_loss: 0.0291, g_loss: 1.1819 
Step [52400/100000], d_real_loss: 0.0511, d_mnist_loss: 0.0137, d_svhn_loss: 0.0374, d_fake_loss: 0.0430, g_loss: 1.1738 
Step [52410/100000], d_real_loss: 0.0551, d_mnist_loss: 0.0025, d_svhn_loss: 0.0526, d_fake_loss: 0.0308, g_loss: 1.0817 
Step [52420/100000], d_real_loss: 0.0266, d_mnist_loss: 0.0071, d_svhn_loss: 0.0195, d_fake_loss: 0.0468, g_loss: 1.1205 
Step [52430/100000], d_real_loss: 0.0282, d_mnist_loss: 0.0005, d_svhn_loss: 0.0277, d_fake_loss: 0.0185, g_loss: 1.1731 
Step [52440/100000], d_real_loss: 0.0237, d_mnist_loss: 0.0005, d_svhn_loss: 0.0232, d_fake_loss: 0.0523, g_loss: 1.2486 
Step [52450/100000], d_real_loss: 0.0274, d_mnist_loss: 0.0037, d_svhn_loss: 0.0237, d_fake_loss: 0.0482, g_loss: 1.1110 
Step [52460/100000], d_real_loss: 0.0249, d_mnist_loss: 0.0015, d_svhn_loss: 0.0234, d_fake_loss: 0.0319, g_loss: 1.1189 
Step [52470/100000], d_real_loss: 0.0183, d_mnist_loss: 0.0020, d_svhn_loss: 0.0163, d_fake_loss: 0.0282, g_loss: 1.1253 
Step [52480/100000], d_real_loss: 0.0196, d_mnist_loss: 0.0013, d_svhn_loss: 0.0183, d_fake_loss: 0.0811, g_loss: 1.0961 
Step [52490/100000], d_real_loss: 0.0225, d_mnist_loss: 0.0035, d_svhn_loss: 0.0190, d_fake_loss: 0.1263, g_loss: 1.1505 
Step [52500/100000], d_real_loss: 0.0682, d_mnist_loss: 0.0427, d_svhn_loss: 0.0255, d_fake_loss: 0.1068, g_loss: 1.1939 
Step [52510/100000], d_real_loss: 0.0293, d_mnist_loss: 0.0056, d_svhn_loss: 0.0238, d_fake_loss: 0.0695, g_loss: 1.0752 
Step [52520/100000], d_real_loss: 0.0291, d_mnist_loss: 0.0140, d_svhn_loss: 0.0151, d_fake_loss: 0.0228, g_loss: 1.2112 
Step [52530/100000], d_real_loss: 0.0192, d_mnist_loss: 0.0022, d_svhn_loss: 0.0170, d_fake_loss: 0.2158, g_loss: 1.1578 
Step [52540/100000], d_real_loss: 0.0129, d_mnist_loss: 0.0018, d_svhn_loss: 0.0111, d_fake_loss: 0.0182, g_loss: 1.1617 
Step [52550/100000], d_real_loss: 0.0225, d_mnist_loss: 0.0018, d_svhn_loss: 0.0207, d_fake_loss: 0.0270, g_loss: 1.3011 
Step [52560/100000], d_real_loss: 0.0371, d_mnist_loss: 0.0125, d_svhn_loss: 0.0246, d_fake_loss: 0.0211, g_loss: 1.1982 
Step [52570/100000], d_real_loss: 0.0282, d_mnist_loss: 0.0064, d_svhn_loss: 0.0218, d_fake_loss: 0.0346, g_loss: 0.9893 
Step [52580/100000], d_real_loss: 0.0429, d_mnist_loss: 0.0014, d_svhn_loss: 0.0415, d_fake_loss: 0.0247, g_loss: 1.1684 
Step [52590/100000], d_real_loss: 0.0217, d_mnist_loss: 0.0010, d_svhn_loss: 0.0207, d_fake_loss: 0.0347, g_loss: 1.1545 
Step [52600/100000], d_real_loss: 0.0297, d_mnist_loss: 0.0020, d_svhn_loss: 0.0277, d_fake_loss: 0.0252, g_loss: 1.1200 
Step [52610/100000], d_real_loss: 0.0277, d_mnist_loss: 0.0031, d_svhn_loss: 0.0246, d_fake_loss: 0.1714, g_loss: 1.1889 
Step [52620/100000], d_real_loss: 0.0278, d_mnist_loss: 0.0032, d_svhn_loss: 0.0246, d_fake_loss: 0.0233, g_loss: 1.1063 
Step [52630/100000], d_real_loss: 0.0381, d_mnist_loss: 0.0026, d_svhn_loss: 0.0356, d_fake_loss: 0.0314, g_loss: 1.1507 
Step [52640/100000], d_real_loss: 0.0254, d_mnist_loss: 0.0082, d_svhn_loss: 0.0172, d_fake_loss: 0.0336, g_loss: 1.1209 
Step [52650/100000], d_real_loss: 0.0255, d_mnist_loss: 0.0010, d_svhn_loss: 0.0245, d_fake_loss: 0.0333, g_loss: 1.1116 
Step [52660/100000], d_real_loss: 0.0720, d_mnist_loss: 0.0052, d_svhn_loss: 0.0667, d_fake_loss: 0.0772, g_loss: 1.0923 
Step [52670/100000], d_real_loss: 0.0179, d_mnist_loss: 0.0059, d_svhn_loss: 0.0120, d_fake_loss: 0.0511, g_loss: 1.1086 
Step [52680/100000], d_real_loss: 0.0249, d_mnist_loss: 0.0105, d_svhn_loss: 0.0144, d_fake_loss: 0.0147, g_loss: 1.0795 
Step [52690/100000], d_real_loss: 0.0176, d_mnist_loss: 0.0015, d_svhn_loss: 0.0161, d_fake_loss: 0.0873, g_loss: 1.0965 
Step [52700/100000], d_real_loss: 0.0162, d_mnist_loss: 0.0007, d_svhn_loss: 0.0155, d_fake_loss: 0.0212, g_loss: 1.1236 
Step [52710/100000], d_real_loss: 0.0334, d_mnist_loss: 0.0089, d_svhn_loss: 0.0245, d_fake_loss: 0.0807, g_loss: 1.0502 
Step [52720/100000], d_real_loss: 0.1226, d_mnist_loss: 0.0005, d_svhn_loss: 0.1221, d_fake_loss: 0.0283, g_loss: 1.1862 
Step [52730/100000], d_real_loss: 0.0475, d_mnist_loss: 0.0006, d_svhn_loss: 0.0469, d_fake_loss: 0.0274, g_loss: 1.1441 
Step [52740/100000], d_real_loss: 0.0362, d_mnist_loss: 0.0067, d_svhn_loss: 0.0294, d_fake_loss: 0.0369, g_loss: 1.2019 
Step [52750/100000], d_real_loss: 0.0819, d_mnist_loss: 0.0099, d_svhn_loss: 0.0720, d_fake_loss: 0.0582, g_loss: 1.1095 
Step [52760/100000], d_real_loss: 0.1513, d_mnist_loss: 0.0094, d_svhn_loss: 0.1419, d_fake_loss: 0.0397, g_loss: 1.1168 
Step [52770/100000], d_real_loss: 0.0416, d_mnist_loss: 0.0058, d_svhn_loss: 0.0358, d_fake_loss: 0.0184, g_loss: 1.0361 
Step [52780/100000], d_real_loss: 0.0572, d_mnist_loss: 0.0053, d_svhn_loss: 0.0519, d_fake_loss: 0.0596, g_loss: 1.0357 
Step [52790/100000], d_real_loss: 0.0419, d_mnist_loss: 0.0040, d_svhn_loss: 0.0378, d_fake_loss: 0.0232, g_loss: 1.1221 
Step [52800/100000], d_real_loss: 0.0263, d_mnist_loss: 0.0018, d_svhn_loss: 0.0245, d_fake_loss: 0.0693, g_loss: 1.1126 
Step [52810/100000], d_real_loss: 0.0164, d_mnist_loss: 0.0022, d_svhn_loss: 0.0141, d_fake_loss: 0.0452, g_loss: 1.0752 
Step [52820/100000], d_real_loss: 0.0677, d_mnist_loss: 0.0024, d_svhn_loss: 0.0654, d_fake_loss: 0.0143, g_loss: 1.1884 
Step [52830/100000], d_real_loss: 0.0226, d_mnist_loss: 0.0033, d_svhn_loss: 0.0194, d_fake_loss: 0.0219, g_loss: 1.1140 
Step [52840/100000], d_real_loss: 0.0422, d_mnist_loss: 0.0006, d_svhn_loss: 0.0415, d_fake_loss: 0.0185, g_loss: 1.0645 
Step [52850/100000], d_real_loss: 0.0366, d_mnist_loss: 0.0094, d_svhn_loss: 0.0273, d_fake_loss: 0.0238, g_loss: 1.1401 
Step [52860/100000], d_real_loss: 0.0318, d_mnist_loss: 0.0167, d_svhn_loss: 0.0151, d_fake_loss: 0.0290, g_loss: 1.2446 
Step [52870/100000], d_real_loss: 0.0272, d_mnist_loss: 0.0043, d_svhn_loss: 0.0229, d_fake_loss: 0.0503, g_loss: 1.2154 
Step [52880/100000], d_real_loss: 0.0236, d_mnist_loss: 0.0007, d_svhn_loss: 0.0229, d_fake_loss: 0.0138, g_loss: 1.1130 
Step [52890/100000], d_real_loss: 0.0774, d_mnist_loss: 0.0282, d_svhn_loss: 0.0491, d_fake_loss: 0.1036, g_loss: 1.2434 
Step [52900/100000], d_real_loss: 0.0175, d_mnist_loss: 0.0026, d_svhn_loss: 0.0149, d_fake_loss: 0.0179, g_loss: 1.1940 
Step [52910/100000], d_real_loss: 0.0199, d_mnist_loss: 0.0024, d_svhn_loss: 0.0175, d_fake_loss: 0.0186, g_loss: 1.1626 
Step [52920/100000], d_real_loss: 0.0240, d_mnist_loss: 0.0017, d_svhn_loss: 0.0222, d_fake_loss: 0.0365, g_loss: 1.1155 
Step [52930/100000], d_real_loss: 0.0254, d_mnist_loss: 0.0077, d_svhn_loss: 0.0177, d_fake_loss: 0.0221, g_loss: 1.0946 
Step [52940/100000], d_real_loss: 0.0323, d_mnist_loss: 0.0009, d_svhn_loss: 0.0314, d_fake_loss: 0.0258, g_loss: 1.1397 
Step [52950/100000], d_real_loss: 0.0202, d_mnist_loss: 0.0008, d_svhn_loss: 0.0194, d_fake_loss: 0.0181, g_loss: 1.1441 
Step [52960/100000], d_real_loss: 0.0146, d_mnist_loss: 0.0009, d_svhn_loss: 0.0137, d_fake_loss: 0.0169, g_loss: 1.0821 
Step [52970/100000], d_real_loss: 0.0213, d_mnist_loss: 0.0028, d_svhn_loss: 0.0185, d_fake_loss: 0.2504, g_loss: 1.1567 
Step [52980/100000], d_real_loss: 0.0309, d_mnist_loss: 0.0016, d_svhn_loss: 0.0292, d_fake_loss: 0.0259, g_loss: 1.1642 
Step [52990/100000], d_real_loss: 0.0198, d_mnist_loss: 0.0009, d_svhn_loss: 0.0189, d_fake_loss: 0.0327, g_loss: 1.1118 
Step [53000/100000], d_real_loss: 0.0507, d_mnist_loss: 0.0070, d_svhn_loss: 0.0437, d_fake_loss: 0.0584, g_loss: 0.9640 
Step [53010/100000], d_real_loss: 0.0419, d_mnist_loss: 0.0073, d_svhn_loss: 0.0346, d_fake_loss: 0.0162, g_loss: 1.1793 
Step [53020/100000], d_real_loss: 0.0545, d_mnist_loss: 0.0152, d_svhn_loss: 0.0393, d_fake_loss: 0.0306, g_loss: 1.1506 
Step [53030/100000], d_real_loss: 0.0285, d_mnist_loss: 0.0023, d_svhn_loss: 0.0262, d_fake_loss: 0.0531, g_loss: 1.1597 
Step [53040/100000], d_real_loss: 0.0165, d_mnist_loss: 0.0017, d_svhn_loss: 0.0148, d_fake_loss: 0.0418, g_loss: 1.0556 
Step [53050/100000], d_real_loss: 0.0289, d_mnist_loss: 0.0010, d_svhn_loss: 0.0278, d_fake_loss: 0.1825, g_loss: 1.1220 
Step [53060/100000], d_real_loss: 0.0368, d_mnist_loss: 0.0084, d_svhn_loss: 0.0284, d_fake_loss: 0.0460, g_loss: 1.3087 
Step [53070/100000], d_real_loss: 0.0515, d_mnist_loss: 0.0026, d_svhn_loss: 0.0489, d_fake_loss: 0.0636, g_loss: 1.0783 
Step [53080/100000], d_real_loss: 0.0348, d_mnist_loss: 0.0113, d_svhn_loss: 0.0235, d_fake_loss: 0.0475, g_loss: 1.1514 
Step [53090/100000], d_real_loss: 0.0736, d_mnist_loss: 0.0150, d_svhn_loss: 0.0586, d_fake_loss: 0.0700, g_loss: 1.1080 
